DATE,NASDAQCOM
1996-03-15,1099.59
1996-03-18,1114.42
1996-03-19,1112.50
1996-03-20,1101.82
1996-03-21,1099.79
1996-03-22,1102.22
1996-03-25,1087.09
1996-03-26,1088.35
1996-03-27,1093.88
1996-03-28,1094.83
1996-03-29,1101.40
1996-04-01,1106.57
1996-04-02,1111.29
1996-04-03,1115.85
1996-04-04,1118.21
1996-04-05,.
1996-04-08,1105.66
1996-04-09,1109.15
1996-04-10,1105.28
1996-04-11,1097.14
1996-04-12,1100.94
1996-04-15,1110.44
1996-04-16,1124.92
1996-04-17,1120.87
1996-04-18,1136.30
1996-04-19,1138.70
1996-04-22,1153.50
1996-04-23,1166.76
1996-04-24,1176.83
1996-04-25,1184.17
1996-04-26,1186.89
1996-04-29,1188.20
1996-04-30,1190.52
1996-05-01,1199.66
1996-05-02,1178.33
1996-05-03,1184.60
1996-05-06,1186.31
1996-05-07,1182.67
1996-05-08,1183.43
1996-05-09,1187.82
1996-05-10,1202.76
1996-05-13,1221.87
1996-05-14,1234.49
1996-05-15,1233.56
1996-05-16,1239.31
1996-05-17,1241.88
1996-05-20,1248.11
1996-05-21,1244.42
1996-05-22,1247.38
1996-05-23,1248.65
1996-05-24,1247.80
1996-05-27,.
1996-05-28,1236.30
1996-05-29,1225.63
1996-05-30,1233.48
1996-05-31,1243.43
1996-06-03,1238.73
1996-06-04,1243.68
1996-06-05,1249.15
1996-06-06,1232.52
1996-06-07,1229.76
1996-06-10,1230.04
1996-06-11,1230.76
1996-06-12,1235.47
1996-06-13,1225.65
1996-06-14,1213.18
1996-06-17,1207.64
1996-06-18,1183.08
1996-06-19,1179.27
1996-06-20,1167.34
1996-06-21,1175.44
1996-06-24,1182.90
1996-06-25,1172.58
1996-06-26,1153.29
1996-06-27,1166.01
1996-06-28,1185.02
1996-07-01,1197.45
1996-07-02,1191.15
1996-07-03,1181.60
1996-07-04,.
1996-07-05,1158.35
1996-07-08,1148.82
1996-07-09,1153.59
1996-07-10,1141.19
1996-07-11,1106.36
1996-07-12,1103.49
1996-07-15,1060.19
1996-07-16,1053.47
1996-07-17,1086.65
1996-07-18,1109.82
1996-07-19,1097.68
1996-07-22,1081.39
1996-07-23,1049.07
1996-07-24,1042.37
1996-07-25,1062.39
1996-07-26,1079.44
1996-07-29,1066.47
1996-07-30,1071.95
1996-07-31,1080.59
1996-08-01,1098.85
1996-08-02,1124.92
1996-08-05,1120.53
1996-08-06,1128.87
1996-08-07,1141.11
1996-08-08,1137.51
1996-08-09,1137.27
1996-08-12,1138.27
1996-08-13,1126.15
1996-08-14,1133.51
1996-08-15,1134.69
1996-08-16,1133.65
1996-08-19,1130.91
1996-08-20,1124.67
1996-08-21,1126.84
1996-08-22,1143.96
1996-08-23,1143.05
1996-08-26,1139.22
1996-08-27,1149.02
1996-08-28,1153.88
1996-08-29,1145.03
1996-08-30,1141.50
1996-09-02,.
1996-09-03,1142.29
1996-09-04,1143.82
1996-09-05,1125.66
1996-09-06,1139.39
1996-09-09,1148.71
1996-09-10,1149.43
1996-09-11,1153.95
1996-09-12,1165.81
1996-09-13,1188.67
1996-09-16,1193.96
1996-09-17,1203.31
1996-09-18,1205.71
1996-09-19,1212.09
1996-09-20,1219.69
1996-09-23,1211.47
1996-09-24,1215.27
1996-09-25,1224.66
1996-09-26,1227.98
1996-09-27,1230.05
1996-09-30,1226.92
1996-10-01,1221.51
1996-10-02,1236.11
1996-10-03,1233.09
1996-10-04,1247.56
1996-10-07,1250.87
1996-10-08,1240.15
1996-10-09,1237.98
1996-10-10,1236.97
1996-10-11,1248.27
1996-10-14,1256.36
1996-10-15,1258.10
1996-10-16,1250.99
1996-10-17,1241.96
1996-10-18,1242.48
1996-10-21,1236.41
1996-10-22,1220.00
1996-10-23,1227.88
1996-10-24,1227.00
1996-10-25,1222.60
1996-10-28,1215.89
1996-10-29,1203.05
1996-10-30,1206.23
1996-10-31,1221.51
1996-11-01,1221.78
1996-11-04,1220.48
1996-11-05,1229.07
1996-11-06,1245.49
1996-11-07,1254.14
1996-11-08,1257.51
1996-11-11,1262.67
1996-11-12,1256.53
1996-11-13,1260.72
1996-11-14,1270.36
1996-11-15,1261.80
1996-11-18,1254.57
1996-11-19,1262.62
1996-11-20,1264.94
1996-11-21,1258.08
1996-11-22,1274.36
1996-11-25,1280.37
1996-11-26,1281.20
1996-11-27,1287.32
1996-11-28,.
1996-11-29,1292.61
1996-12-02,1299.82
1996-12-03,1300.37
1996-12-04,1297.02
1996-12-05,1300.12
1996-12-06,1287.68
1996-12-09,1316.27
1996-12-10,1312.55
1996-12-11,1309.12
1996-12-12,1298.33
1996-12-13,1284.91
1996-12-16,1260.98
1996-12-17,1266.32
1996-12-18,1285.38
1996-12-19,1295.86
1996-12-20,1288.56
1996-12-23,1279.52
1996-12-24,1287.63
1996-12-25,.
1996-12-26,1294.57
1996-12-27,1291.38
1996-12-30,1287.75
1996-12-31,1291.03
1997-01-01,.
1997-01-02,1280.70
1997-01-03,1310.68
1997-01-06,1316.40
1997-01-07,1327.73
1997-01-08,1320.35
1997-01-09,1326.20
1997-01-10,1332.02
1997-01-13,1330.91
1997-01-14,1346.36
1997-01-15,1333.53
1997-01-16,1340.58
1997-01-17,1349.05
1997-01-20,1364.28
1997-01-21,1376.97
1997-01-22,1388.06
1997-01-23,1378.37
1997-01-24,1363.83
1997-01-27,1352.81
1997-01-28,1354.37
1997-01-29,1355.17
1997-01-30,1371.02
1997-01-31,1379.85
1997-02-03,1376.05
1997-02-04,1373.75
1997-02-05,1348.44
1997-02-06,1346.40
1997-02-07,1357.71
1997-02-10,1335.34
1997-02-11,1331.51
1997-02-12,1358.96
1997-02-13,1370.81
1997-02-14,1367.19
1997-02-17,.
1997-02-18,1365.79
1997-02-19,1365.58
1997-02-20,1347.40
1997-02-21,1334.32
1997-02-24,1345.08
1997-02-25,1347.69
1997-02-26,1340.55
1997-02-27,1312.66
1997-02-28,1309.00
1997-03-03,1311.18
1997-03-04,1317.37
1997-03-05,1329.09
1997-03-06,1315.43
1997-03-07,1311.80
1997-03-10,1322.72
1997-03-11,1316.76
1997-03-12,1304.13
1997-03-13,1293.28
1997-03-14,1292.97
1997-03-17,1279.43
1997-03-18,1269.34
1997-03-19,1249.29
1997-03-20,1259.26
1997-03-21,1254.07
1997-03-24,1242.64
1997-03-25,1248.06
1997-03-26,1269.08
1997-03-27,1249.51
1997-03-28,.
1997-03-31,1221.70
1997-04-01,1216.93
1997-04-02,1201.00
1997-04-03,1213.76
1997-04-04,1236.73
1997-04-07,1251.35
1997-04-08,1257.37
1997-04-09,1249.43
1997-04-10,1235.77
1997-04-11,1206.90
1997-04-14,1216.41
1997-04-15,1212.88
1997-04-16,1210.27
1997-04-17,1217.07
1997-04-18,1222.57
1997-04-21,1203.95
1997-04-22,1212.74
1997-04-23,1227.14
1997-04-24,1228.10
1997-04-25,1209.29
1997-04-28,1217.03
1997-04-29,1242.63
1997-04-30,1260.76
1997-05-01,1270.50
1997-05-02,1305.33
1997-05-05,1339.24
1997-05-06,1328.30
1997-05-07,1322.91
1997-05-08,1330.83
1997-05-09,1335.05
1997-05-12,1344.19
1997-05-13,1333.59
1997-05-14,1335.55
1997-05-15,1353.58
1997-05-16,1340.73
1997-05-19,1341.24
1997-05-20,1363.88
1997-05-21,1373.75
1997-05-22,1372.60
1997-05-23,1389.72
1997-05-26,.
1997-05-27,1409.21
1997-05-28,1410.18
1997-05-29,1403.04
1997-05-30,1400.32
1997-06-02,1404.79
1997-06-03,1384.91
1997-06-04,1379.67
1997-06-05,1390.05
1997-06-06,1404.84
1997-06-09,1412.04
1997-06-10,1401.69
1997-06-11,1407.85
1997-06-12,1411.32
1997-06-13,1423.03
1997-06-16,1431.95
1997-06-17,1443.11
1997-06-18,1432.43
1997-06-19,1447.14
1997-06-20,1447.10
1997-06-23,1434.32
1997-06-24,1452.43
1997-06-25,1446.24
1997-06-26,1436.38
1997-06-27,1438.15
1997-06-30,1442.07
1997-07-01,1438.25
1997-07-02,1455.61
1997-07-03,1467.61
1997-07-04,.
1997-07-07,1470.74
1997-07-08,1485.10
1997-07-09,1486.63
1997-07-10,1490.93
1997-07-11,1502.62
1997-07-14,1523.88
1997-07-15,1542.11
1997-07-16,1580.63
1997-07-17,1568.85
1997-07-18,1547.99
1997-07-21,1536.23
1997-07-22,1563.86
1997-07-23,1567.65
1997-07-24,1569.13
1997-07-25,1569.58
1997-07-28,1563.53
1997-07-29,1572.32
1997-07-30,1588.05
1997-07-31,1593.81
1997-08-01,1594.33
1997-08-04,1605.45
1997-08-05,1621.53
1997-08-06,1630.44
1997-08-07,1624.18
1997-08-08,1598.52
1997-08-11,1586.74
1997-08-12,1576.24
1997-08-13,1583.40
1997-08-14,1586.69
1997-08-15,1562.03
1997-08-18,1569.52
1997-08-19,1600.71
1997-08-20,1628.70
1997-08-21,1607.36
1997-08-22,1598.69
1997-08-25,1601.57
1997-08-26,1591.30
1997-08-27,1595.54
1997-08-28,1581.32
1997-08-29,1587.32
1997-09-01,.
1997-09-02,1618.09
1997-09-03,1618.24
1997-09-04,1624.63
1997-09-05,1635.77
1997-09-08,1645.35
1997-09-09,1656.22
1997-09-10,1639.25
1997-09-11,1639.86
1997-09-12,1649.33
1997-09-15,1634.92
1997-09-16,1668.60
1997-09-17,1666.47
1997-09-18,1670.02
1997-09-19,1680.36
1997-09-22,1689.45
1997-09-23,1697.36
1997-09-24,1687.41
1997-09-25,1678.89
1997-09-26,1682.24
1997-09-29,1694.98
1997-09-30,1685.69
1997-10-01,1690.30
1997-10-02,1702.41
1997-10-03,1715.87
1997-10-06,1721.91
1997-10-07,1737.27
1997-10-08,1741.77
1997-10-09,1745.85
1997-10-10,1739.03
1997-10-13,1742.12
1997-10-14,1732.79
1997-10-15,1723.37
1997-10-16,1699.66
1997-10-17,1666.85
1997-10-20,1685.45
1997-10-21,1712.54
1997-10-22,1708.08
1997-10-23,1671.25
1997-10-24,1650.92
1997-10-27,1535.09
1997-10-28,1603.02
1997-10-29,1602.75
1997-10-30,1570.41
1997-10-31,1593.61
1997-11-03,1629.98
1997-11-04,1631.15
1997-11-05,1637.33
1997-11-06,1623.44
1997-11-07,1602.40
1997-11-10,1590.72
1997-11-11,1584.86
1997-11-12,1541.72
1997-11-13,1559.25
1997-11-14,1583.51
1997-11-17,1614.11
1997-11-18,1600.44
1997-11-19,1601.22
1997-11-20,1626.56
1997-11-21,1620.75
1997-11-24,1586.99
1997-11-25,1589.04
1997-11-26,1594.50
1997-11-27,.
1997-11-28,1600.55
1997-12-01,1630.72
1997-12-02,1606.37
1997-12-03,1615.13
1997-12-04,1613.42
1997-12-05,1633.90
1997-12-08,1651.54
1997-12-09,1620.55
1997-12-10,1596.61
1997-12-11,1558.54
1997-12-12,1536.58
1997-12-15,1536.56
1997-12-16,1553.00
1997-12-17,1547.37
1997-12-18,1523.19
1997-12-19,1524.74
1997-12-22,1532.06
1997-12-23,1509.91
1997-12-24,1499.53
1997-12-25,.
1997-12-26,1511.38
1997-12-29,1537.45
1997-12-30,1565.03
1997-12-31,1570.35
1998-01-01,.
1998-01-02,1581.53
1998-01-05,1594.12
1998-01-06,1580.14
1998-01-07,1561.70
1998-01-08,1555.54
1998-01-09,1503.22
1998-01-12,1507.58
1998-01-13,1541.63
1998-01-14,1548.76
1998-01-15,1547.06
1998-01-16,1562.88
1998-01-19,.
1998-01-20,1590.14
1998-01-21,1587.92
1998-01-22,1576.51
1998-01-23,1575.93
1998-01-26,1561.46
1998-01-27,1578.90
1998-01-28,1610.82
1998-01-29,1619.49
1998-01-30,1619.36
1998-02-02,1652.89
1998-02-03,1666.34
1998-02-04,1680.44
1998-02-05,1676.90
1998-02-06,1694.35
1998-02-09,1690.43
1998-02-10,1709.04
1998-02-11,1708.55
1998-02-12,1714.34
1998-02-13,1710.42
1998-02-16,.
1998-02-17,1703.43
1998-02-18,1715.73
1998-02-19,1727.01
1998-02-20,1728.13
1998-02-23,1751.76
1998-02-24,1738.71
1998-02-25,1766.48
1998-02-26,1777.11
1998-02-27,1770.51
1998-03-02,1758.54
1998-03-03,1757.14
1998-03-04,1759.70
1998-03-05,1711.92
1998-03-06,1753.49
1998-03-09,1725.16
1998-03-10,1748.51
1998-03-11,1756.85
1998-03-12,1764.06
1998-03-13,1771.66
1998-03-16,1788.18
1998-03-17,1779.30
1998-03-18,1788.28
1998-03-19,1799.98
1998-03-20,1789.16
1998-03-23,1792.51
1998-03-24,1812.44
1998-03-25,1824.51
1998-03-26,1828.54
1998-03-27,1823.62
1998-03-30,1818.70
1998-03-31,1835.68
1998-04-01,1847.66
1998-04-02,1852.96
1998-04-03,1855.40
1998-04-06,1829.14
1998-04-07,1798.71
1998-04-08,1807.01
1998-04-09,1820.24
1998-04-10,.
1998-04-13,1824.95
1998-04-14,1843.03
1998-04-15,1863.26
1998-04-16,1858.24
1998-04-17,1866.60
1998-04-20,1887.14
1998-04-21,1903.87
1998-04-22,1917.61
1998-04-23,1881.39
1998-04-24,1868.96
1998-04-27,1820.31
1998-04-28,1831.77
1998-04-29,1851.64
1998-04-30,1868.41
1998-05-01,1873.44
1998-05-04,1878.86
1998-05-05,1864.91
1998-05-06,1856.68
1998-05-07,1835.14
1998-05-08,1864.37
1998-05-11,1848.07
1998-05-12,1860.16
1998-05-13,1866.18
1998-05-14,1865.36
1998-05-15,1846.77
1998-05-18,1831.62
1998-05-19,1845.87
1998-05-20,1831.75
1998-05-21,1820.99
1998-05-22,1805.00
1998-05-25,.
1998-05-26,1778.09
1998-05-27,1781.10
1998-05-28,1794.62
1998-05-29,1778.87
1998-06-01,1746.82
1998-06-02,1761.79
1998-06-03,1742.31
1998-06-04,1769.95
1998-06-05,1782.92
1998-06-08,1787.77
1998-06-09,1800.76
1998-06-10,1773.25
1998-06-11,1749.75
1998-06-12,1745.05
1998-06-15,1715.75
1998-06-16,1753.12
1998-06-17,1776.40
1998-06-18,1772.70
1998-06-19,1781.29
1998-06-22,1805.82
1998-06-23,1844.57
1998-06-24,1877.76
1998-06-25,1863.25
1998-06-26,1869.53
1998-06-29,1891.08
1998-06-30,1894.74
1998-07-01,1914.46
1998-07-02,1894.00
1998-07-03,.
1998-07-06,1909.47
1998-07-07,1908.11
1998-07-08,1935.39
1998-07-09,1939.82
1998-07-10,1943.04
1998-07-13,1965.53
1998-07-14,1968.41
1998-07-15,1994.54
1998-07-16,2000.56
1998-07-17,2008.76
1998-07-20,2014.25
1998-07-21,1979.14
1998-07-22,1969.75
1998-07-23,1935.22
1998-07-24,1930.99
1998-07-27,1933.26
1998-07-28,1896.53
1998-07-29,1881.49
1998-07-30,1919.58
1998-07-31,1872.39
1998-08-03,1851.10
1998-08-04,1785.64
1998-08-05,1788.20
1998-08-06,1829.51
1998-08-07,1846.77
1998-08-10,1839.21
1998-08-11,1792.70
1998-08-12,1825.53
1998-08-13,1802.54
1998-08-14,1790.19
1998-08-17,1818.04
1998-08-18,1855.12
1998-08-19,1842.69
1998-08-20,1832.45
1998-08-21,1797.61
1998-08-24,1790.82
1998-08-25,1798.17
1998-08-26,1768.13
1998-08-27,1686.41
1998-08-28,1639.68
1998-08-31,1499.25
1998-09-01,1575.09
1998-09-02,1592.85
1998-09-03,1571.86
1998-09-04,1566.52
1998-09-07,.
1998-09-08,1660.86
1998-09-09,1624.55
1998-09-10,1585.33
1998-09-11,1641.64
1998-09-14,1665.69
1998-09-15,1678.11
1998-09-16,1689.91
1998-09-17,1646.25
1998-09-18,1663.77
1998-09-21,1680.43
1998-09-22,1697.80
1998-09-23,1760.27
1998-09-24,1720.34
1998-09-25,1743.59
1998-09-28,1739.22
1998-09-29,1734.05
1998-09-30,1693.84
1998-10-01,1612.33
1998-10-02,1614.98
1998-10-05,1536.69
1998-10-06,1510.89
1998-10-07,1462.61
1998-10-08,1419.12
1998-10-09,1492.49
1998-10-12,1546.08
1998-10-13,1509.45
1998-10-14,1540.97
1998-10-15,1611.01
1998-10-16,1620.95
1998-10-19,1648.73
1998-10-20,1639.19
1998-10-21,1674.75
1998-10-22,1702.64
1998-10-23,1693.86
1998-10-26,1724.98
1998-10-27,1717.63
1998-10-28,1737.35
1998-10-29,1757.19
1998-10-30,1771.39
1998-11-02,1800.91
1998-11-03,1788.43
1998-11-04,1823.57
1998-11-05,1837.10
1998-11-06,1856.56
1998-11-09,1861.05
1998-11-10,1865.62
1998-11-11,1862.11
1998-11-12,1851.06
1998-11-13,1847.99
1998-11-16,1861.68
1998-11-17,1878.52
1998-11-18,1897.44
1998-11-19,1919.68
1998-11-20,1928.21
1998-11-23,1977.42
1998-11-24,1965.88
1998-11-25,1985.21
1998-11-26,.
1998-11-27,2016.44
1998-11-30,1949.54
1998-12-01,2003.75
1998-12-02,1995.21
1998-12-03,1954.33
1998-12-04,2003.16
1998-12-07,2040.64
1998-12-08,2034.75
1998-12-09,2050.42
1998-12-10,2015.96
1998-12-11,2029.31
1998-12-14,1966.92
1998-12-15,2012.60
1998-12-16,2009.36
1998-12-17,2043.88
1998-12-18,2086.14
1998-12-21,2138.03
1998-12-22,2120.98
1998-12-23,2172.54
1998-12-24,2163.03
1998-12-25,.
1998-12-28,2180.30
1998-12-29,2181.77
1998-12-30,2166.95
1998-12-31,2192.69
1999-01-01,.
1999-01-04,2208.05
1999-01-05,2251.27
1999-01-06,2320.86
1999-01-07,2326.09
1999-01-08,2344.41
1999-01-11,2384.59
1999-01-12,2320.75
1999-01-13,2316.81
1999-01-14,2276.82
1999-01-15,2348.20
1999-01-18,.
1999-01-19,2408.17
1999-01-20,2415.49
1999-01-21,2344.72
1999-01-22,2338.88
1999-01-25,2369.31
1999-01-26,2433.41
1999-01-27,2407.14
1999-01-28,2477.34
1999-01-29,2505.89
1999-02-01,2510.09
1999-02-02,2463.42
1999-02-03,2493.41
1999-02-04,2410.07
1999-02-05,2373.62
1999-02-08,2404.92
1999-02-09,2310.79
1999-02-10,2309.50
1999-02-11,2405.55
1999-02-12,2321.89
1999-02-15,.
1999-02-16,2313.87
1999-02-17,2248.91
1999-02-18,2260.55
1999-02-19,2283.60
1999-02-22,2342.01
1999-02-23,2376.35
1999-02-24,2339.38
1999-02-25,2326.82
1999-02-26,2288.03
1999-03-01,2295.18
1999-03-02,2259.03
1999-03-03,2265.20
1999-03-04,2292.89
1999-03-05,2337.11
1999-03-08,2397.62
1999-03-09,2392.94
1999-03-10,2406.00
1999-03-11,2412.25
1999-03-12,2381.53
1999-03-15,2431.44
1999-03-16,2439.27
1999-03-17,2428.97
1999-03-18,2462.96
1999-03-19,2421.27
1999-03-22,2395.94
1999-03-23,2322.84
1999-03-24,2365.28
1999-03-25,2434.80
1999-03-26,2419.17
1999-03-29,2492.84
1999-03-30,2480.29
1999-03-31,2461.40
1999-04-01,2493.37
1999-04-02,.
1999-04-05,2560.06
1999-04-06,2563.17
1999-04-07,2544.43
1999-04-08,2573.39
1999-04-09,2593.05
1999-04-12,2598.81
1999-04-13,2583.50
1999-04-14,2507.28
1999-04-15,2521.77
1999-04-16,2484.04
1999-04-19,2345.61
1999-04-20,2409.64
1999-04-21,2489.08
1999-04-22,2561.61
1999-04-23,2590.69
1999-04-26,2652.05
1999-04-27,2602.41
1999-04-28,2550.37
1999-04-29,2528.44
1999-04-30,2542.85
1999-05-03,2535.58
1999-05-04,2485.12
1999-05-05,2534.45
1999-05-06,2472.28
1999-05-07,2503.62
1999-05-10,2526.39
1999-05-11,2566.68
1999-05-12,2606.54
1999-05-13,2582.00
1999-05-14,2527.86
1999-05-17,2561.84
1999-05-18,2558.36
1999-05-19,2577.40
1999-05-20,2542.23
1999-05-21,2520.14
1999-05-24,2453.66
1999-05-25,2380.90
1999-05-26,2427.18
1999-05-27,2419.15
1999-05-28,2470.52
1999-05-31,.
1999-06-01,2412.03
1999-06-02,2432.41
1999-06-03,2403.32
1999-06-04,2478.34
1999-06-07,2524.21
1999-06-08,2474.56
1999-06-09,2519.35
1999-06-10,2484.62
1999-06-11,2447.88
1999-06-14,2398.31
1999-06-15,2414.67
1999-06-16,2517.83
1999-06-17,2544.15
1999-06-18,2563.44
1999-06-21,2630.28
1999-06-22,2580.26
1999-06-23,2598.12
1999-06-24,2553.99
1999-06-25,2552.65
1999-06-28,2602.44
1999-06-29,2642.11
1999-06-30,2686.12
1999-07-01,2706.18
1999-07-02,2741.02
1999-07-05,.
1999-07-06,2736.78
1999-07-07,2743.04
1999-07-08,2771.86
1999-07-09,2793.07
1999-07-12,2790.44
1999-07-13,2778.23
1999-07-14,2818.13
1999-07-15,2839.37
1999-07-16,2864.48
1999-07-19,2830.29
1999-07-20,2732.18
1999-07-21,2761.77
1999-07-22,2684.44
1999-07-23,2692.40
1999-07-26,2619.19
1999-07-27,2679.33
1999-07-28,2705.84
1999-07-29,2640.01
1999-07-30,2638.49
1999-08-02,2623.63
1999-08-03,2587.99
1999-08-04,2540.00
1999-08-05,2565.83
1999-08-06,2547.97
1999-08-09,2518.98
1999-08-10,2490.11
1999-08-11,2564.98
1999-08-12,2549.49
1999-08-13,2637.81
1999-08-16,2645.28
1999-08-17,2671.22
1999-08-18,2657.73
1999-08-19,2621.43
1999-08-20,2648.33
1999-08-23,2719.57
1999-08-24,2752.37
1999-08-25,2805.60
1999-08-26,2774.62
1999-08-27,2758.90
1999-08-30,2712.69
1999-08-31,2739.35
1999-09-01,2750.80
1999-09-02,2734.24
1999-09-03,2843.11
1999-09-06,.
1999-09-07,2837.26
1999-09-08,2808.74
1999-09-09,2852.02
1999-09-10,2887.06
1999-09-13,2844.77
1999-09-14,2868.29
1999-09-15,2814.17
1999-09-16,2806.72
1999-09-17,2869.62
1999-09-20,2886.15
1999-09-21,2821.10
1999-09-22,2858.16
1999-09-23,2749.83
1999-09-24,2740.41
1999-09-27,2761.75
1999-09-28,2756.25
1999-09-29,2730.27
1999-09-30,2746.16
1999-10-01,2736.85
1999-10-04,2795.97
1999-10-05,2799.67
1999-10-06,2857.21
1999-10-07,2860.70
1999-10-08,2886.57
1999-10-11,2915.95
1999-10-12,2872.43
1999-10-13,2801.27
1999-10-14,2806.84
1999-10-15,2731.83
1999-10-18,2689.15
1999-10-19,2688.18
1999-10-20,2788.13
1999-10-21,2801.95
1999-10-22,2816.52
1999-10-25,2815.95
1999-10-26,2811.47
1999-10-27,2802.52
1999-10-28,2875.22
1999-10-29,2966.43
1999-11-01,2967.65
1999-11-02,2981.63
1999-11-03,3028.51
1999-11-04,3055.95
1999-11-05,3102.29
1999-11-08,3143.97
1999-11-09,3125.04
1999-11-10,3155.96
1999-11-11,3197.29
1999-11-12,3221.15
1999-11-15,3219.54
1999-11-16,3295.52
1999-11-17,3269.39
1999-11-18,3347.11
1999-11-19,3369.25
1999-11-22,3392.56
1999-11-23,3342.87
1999-11-24,3420.50
1999-11-25,.
1999-11-26,3447.81
1999-11-29,3421.37
1999-11-30,3336.16
1999-12-01,3353.71
1999-12-02,3452.78
1999-12-03,3520.63
1999-12-06,3546.01
1999-12-07,3586.92
1999-12-08,3586.08
1999-12-09,3594.17
1999-12-10,3620.24
1999-12-13,3658.17
1999-12-14,3571.66
1999-12-15,3621.95
1999-12-16,3715.06
1999-12-17,3753.06
1999-12-20,3783.87
1999-12-21,3911.15
1999-12-22,3937.30
1999-12-23,3969.44
1999-12-24,.
1999-12-27,3975.38
1999-12-28,3972.11
1999-12-29,4041.46
1999-12-30,4036.87
1999-12-31,4069.31
2000-01-03,4131.15
2000-01-04,3901.69
2000-01-05,3877.54
2000-01-06,3727.13
2000-01-07,3882.62
2000-01-10,4049.67
2000-01-11,3921.19
2000-01-12,3850.02
2000-01-13,3957.21
2000-01-14,4064.27
2000-01-17,.
2000-01-18,4130.81
2000-01-19,4151.29
2000-01-20,4189.51
2000-01-21,4235.40
2000-01-24,4096.08
2000-01-25,4167.41
2000-01-26,4069.91
2000-01-27,4039.56
2000-01-28,3887.07
2000-01-31,3940.35
2000-02-01,4051.98
2000-02-02,4073.96
2000-02-03,4210.98
2000-02-04,4244.14
2000-02-07,4321.77
2000-02-08,4427.50
2000-02-09,4363.24
2000-02-10,4485.63
2000-02-11,4395.45
2000-02-14,4418.55
2000-02-15,4420.77
2000-02-16,4427.65
2000-02-17,4548.92
2000-02-18,4411.74
2000-02-21,.
2000-02-22,4382.12
2000-02-23,4550.33
2000-02-24,4617.65
2000-02-25,4590.50
2000-02-28,4577.85
2000-02-29,4696.69
2000-03-01,4784.08
2000-03-02,4754.51
2000-03-03,4914.79
2000-03-06,4904.85
2000-03-07,4847.84
2000-03-08,4897.26
2000-03-09,5046.86
2000-03-10,5048.62
2000-03-13,4907.24
2000-03-14,4706.63
2000-03-15,4582.62
2000-03-16,4717.39
2000-03-17,4798.13
2000-03-20,4610.00
2000-03-21,4711.68
2000-03-22,4864.75
2000-03-23,4940.61
2000-03-24,4963.03
2000-03-27,4958.56
2000-03-28,4833.89
2000-03-29,4644.67
2000-03-30,4457.89
2000-03-31,4572.83
2000-04-03,4223.68
2000-04-04,4148.89
2000-04-05,4169.22
2000-04-06,4267.56
2000-04-07,4446.45
2000-04-10,4188.20
2000-04-11,4055.90
2000-04-12,3769.63
2000-04-13,3676.78
2000-04-14,3321.29
2000-04-17,3539.16
2000-04-18,3793.57
2000-04-19,3706.41
2000-04-20,3643.88
2000-04-21,.
2000-04-24,3482.48
2000-04-25,3711.23
2000-04-26,3630.09
2000-04-27,3774.03
2000-04-28,3860.66
2000-05-01,3958.08
2000-05-02,3785.45
2000-05-03,3707.31
2000-05-04,3720.24
2000-05-05,3816.82
2000-05-08,3669.38
2000-05-09,3585.01
2000-05-10,3384.73
2000-05-11,3499.58
2000-05-12,3529.06
2000-05-15,3607.65
2000-05-16,3717.57
2000-05-17,3644.96
2000-05-18,3538.71
2000-05-19,3390.40
2000-05-22,3364.21
2000-05-23,3164.55
2000-05-24,3270.61
2000-05-25,3205.35
2000-05-26,3205.11
2000-05-29,.
2000-05-30,3459.48
2000-05-31,3400.91
2000-06-01,3582.50
2000-06-02,3813.38
2000-06-05,3821.76
2000-06-06,3756.37
2000-06-07,3839.26
2000-06-08,3825.56
2000-06-09,3874.84
2000-06-12,3767.91
2000-06-13,3851.06
2000-06-14,3797.41
2000-06-15,3845.74
2000-06-16,3860.56
2000-06-19,3989.83
2000-06-20,4013.36
2000-06-21,4064.01
2000-06-22,3936.84
2000-06-23,3845.34
2000-06-26,3912.12
2000-06-27,3858.96
2000-06-28,3940.34
2000-06-29,3877.23
2000-06-30,3966.11
2000-07-03,3991.93
2000-07-04,.
2000-07-05,3863.10
2000-07-06,3960.57
2000-07-07,4023.20
2000-07-10,3980.29
2000-07-11,3956.42
2000-07-12,4099.59
2000-07-13,4174.86
2000-07-14,4246.18
2000-07-17,4274.67
2000-07-18,4177.17
2000-07-19,4055.63
2000-07-20,4184.56
2000-07-21,4094.45
2000-07-24,3981.57
2000-07-25,4029.57
2000-07-26,3987.72
2000-07-27,3842.23
2000-07-28,3663.00
2000-07-31,3766.99
2000-08-01,3685.52
2000-08-02,3658.46
2000-08-03,3759.88
2000-08-04,3787.36
2000-08-07,3862.99
2000-08-08,3848.55
2000-08-09,3853.50
2000-08-10,3759.99
2000-08-11,3789.47
2000-08-14,3849.69
2000-08-15,3851.66
2000-08-16,3861.20
2000-08-17,3940.87
2000-08-18,3930.34
2000-08-21,3953.15
2000-08-22,3958.21
2000-08-23,4011.01
2000-08-24,4053.28
2000-08-25,4042.68
2000-08-28,4070.59
2000-08-29,4082.17
2000-08-30,4103.81
2000-08-31,4206.35
2000-09-01,4234.33
2000-09-04,.
2000-09-05,4143.18
2000-09-06,4013.34
2000-09-07,4098.35
2000-09-08,3978.41
2000-09-11,3896.35
2000-09-12,3849.51
2000-09-13,3893.89
2000-09-14,3913.86
